ID,Posición,Area,Á.liq.,Grupo de personal,CODIGO POSTAL,Motivo de la RENUNCIA,Tipo de Baja,Banda,Baja,ReglaPHT,Alta,Antigüedad Clas,Antigüedad,Clave de sexo,Lugar de nacimiento,Clasificacion L. N,Edad del empleado,¿Cuanto tiempo tiene viviendo en Cd. Juarez?,Estado Civil,Hijos
645,POS1921,MFS,S5,Direct,32584,Vol-Transferencia entre planta,Voluntario,DO,18/01/2022,JT012324,11/02/2021,1 - 3 Años,341,Masculino,JUAREZ,CIUDAD ,27,Menos de un año,U.Libre,1
646,POS1748,VS7,S5,Direct,32543,Vol-Razones médicas,Voluntario,DNO,18/01/2022,JF010600,02/03/2017,4 - 5 Años,1783,Masculino,PENJAMO,PAIS,29,Menos de un año,Soltero,0
647,POS1323,VS4,S5,Direct,32575,Vol-Otro empleo,Voluntario,DO,18/01/2022,JF010600,20/04/2017,4 - 5 Años,1734,Masculino,TUXTEPEC,PAIS,44,Menos de un año,U.Libre,0
648,POS1230,VS5,S5,Direct,32598,Vol-Otro empleo,Voluntario,DNO,18/01/2022,ADMINIST,16/07/2007,10+ Años,5300,Masculino,COAHUILA,PAIS,41,10+ Years,Casado,2
649,POS1921,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,18/01/2022,JS011500,07/09/2017,4 - 5 Años,1594,Femenino,JUAREZ,CIUDAD ,52,10+ Years,Casado,2
650,POS1376,VS4,S5,Direct,32696,Vol-Transferencia entre planta,Voluntario,DNO,18/01/2022,JF050600,27/10/2014,6 - 10 Años,2640,Masculino,JUCHITAN,PAIS,45,Menos de un año,Casado,1
651,POS1323,VS1,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,21/01/2022,JS011500,19/09/2019,1 - 3 Años,855,Femenino,CHIAPAS,PAIS,20,Menos de un año,Soltero,0
652,POS907,VS1,S6,Exempt,32600,Vol-Otro empleo,Voluntario,E3,21/01/2022,ADMINIST,23/02/2017,4 - 5 Años,1793,Masculino,CHIHUAHUA,ESTADO,33,Menos de un año,Casado,0
653,POS538,VS9-ABS,S5,Direct,32600,Imp.Tra-Ausentismos continuos,Impuesta,DO,25/01/2022,JT031800,28/01/2021,1 - 3 Años,362,Femenino,PUEBLA,PAIS,38,Menos de un año,Soltero,2
654,POS538,VS7,S5,Direct,32576,Vol-Prob personales y/o fam.,Voluntario,DO,25/01/2022,JT031800,06/02/2020,1 - 3 Años,719,Femenino,JUAREZ,CIUDAD ,30,10+ Years,Casado,2
655,POS1559,MFS,S5,Direct,32170,Vol-Otro empleo,Voluntario,DNO,25/01/2022,JT012324,25/08/2010,10+ Años,4171,Masculino,JUAREZ,CIUDAD ,31,10+ Years,Casado,2
656,POS1559,MFS,S5,Direct,32110,Vol-Otro empleo,Voluntario,DNO,25/01/2022,JS011500,27/07/2016,6 - 10 Años,2008,Masculino,JUAREZ,CIUDAD ,24,10+ Years,Soltero,0
657,POS2622,VS7,S6,Exempt,32545,Vol-Otro empleo,Voluntario,E3,28/01/2022,ADMINIST,19/11/2018,4 - 5 Años,1166,Masculino,CHIHUAHUA,ESTADO,26,Menos de un año,Soltero,0
658,POS2858,QMM,S6,Exempt,32599,Vol-Otro empleo,Voluntario,E3,28/01/2022,ADMINIST,15/08/2019,1 - 3 Años,897,Femenino,JUAREZ,CIUDAD ,25,Menos de un año,Soltero,0
659,POS1488,TEF,S6,Exempt,32546,Vol-Otro empleo,Voluntario,E3,28/01/2022,ADMINIST,22/07/2013,6 - 10 Años,3112,Masculino,CD. JUAREZ,CIUDAD ,33,Menos de un año,Casado,2
660,POS780,TEF,S6,Exempt,32695,Vol-Transferencia entre planta,Voluntario,E4,28/01/2022,ADMINIST,18/11/2013,6 - 10 Años,2993,Femenino,CUAUTITLAN IZCALLI,PAIS,30,Menos de un año,Soltero,0
661,POS1210,TEF,S6,Exempt,32472,Vol-Otro empleo,Voluntario,E4,28/01/2022,ADMINIST,01/01/2014,6 - 10 Años,2949,Femenino,JUAREZ,CIUDAD ,30,Menos de un año,Soltero,0
662,POS124,HRL,S6,Exempt,32472,Vol-Transferencia entre planta,Voluntario,E4,30/01/2022,ADMINIST,08/03/2018,4 - 5 Años,1424,Femenino,CHIHUAHUA,ESTADO,43,Menos de un año,Soltero,0
663,POS1745,MFS,S5,Direct,32695,Vol-Otro empleo,Voluntario,DNO,01/02/2022,ADMINIST,22/02/2018,4 - 5 Años,1440,Masculino,COAHUILA,PAIS,27,10+ Years,Soltero,0
664,POS1323,VS1-HOUS,S5,Direct,32599,Vol-Cambio de domicilio,Voluntario,DO,01/02/2022,JS011500,01/08/2019,1 - 3 Años,915,Masculino,JUAREZ,CIUDAD ,20,10+ Years,Soltero,0
665,POS538,VS1,S5,Direct,32575,Imp.Tra-Ausentismos continuos,Impuesta,DO,01/02/2022,JF060600,12/09/2019,1 - 3 Años,873,Femenino,JUAREZ,CIUDAD ,21,Menos de un año,Divorciado,0
666,POS1380,VS9-ABS,S5,Direct,32599,Vol-Transferencia entre planta,Voluntario,DO,01/02/2022,JF010600,24/10/2019,1 - 3 Años,831,Femenino,CHIAPAS,PAIS,41,Menos de un año,Casado,2
667,POS538,VS5,S5,Direct,32583,Vol-Estudios,Voluntario,DO,01/02/2022,JF060600,19/11/2020,1 - 3 Años,439,Masculino,CHIHUAHUA,ESTADO,20,Menos de un año,Soltero,0
668,POS1323,VS5,S5,Direct,32575,Vol-Estudios,Voluntario,DO,01/02/2022,JT012324,03/12/2020,1 - 3 Años,425,Masculino,JUAREZ,CIUDAD ,19,10+ Years,Soltero,0
669,POS1230,VS4,S5,Direct,32680,Vol-Prob personales y/o fam.,Voluntario,DNO,01/02/2022,JF010600,21/01/2021,1 - 3 Años,376,Masculino,JUAREZ,CIUDAD ,30,10+ Years,Soltero,0
670,POS1921,MFS,S5,Direct,32220,Muerte,Voluntario,DO,02/02/2022,JT012324,06/09/1993,10+ Años,10376,Femenino,CD. JUAREZ CHIH.,CIUDAD ,47,Menos de un año,Casado,1
671,POS581,DBE,S5,Direct,32697,Vol-Transferencia entre planta,Voluntario,E3,04/02/2022,ADMINIST,19/08/2019,1 - 3 Años,900,Masculino,JUAREZ,CIUDAD ,25,Menos de un año,Soltero,0
672,POS1323,VS1,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,04/02/2022,JS011500,24/10/2019,1 - 3 Años,834,Masculino,SAN FRANCISCO IXHUATAN,PAIS,23,Menos de un año,Soltero,1
673,POS1921,MFS,S5,Direct,32575,Imp.Pat-Pensionado IMSS,Impuesta,DO,04/02/2022,JS011500,14/01/2008,10+ Años,5135,Masculino,TUXTEPEC OAXACA,PAIS,42,Menos de un año,U.Libre,2
674,POS1323,VS9-ABS,S5,Direct,32575,Vol-Insatisfacción personal,Voluntario,DO,08/02/2022,JT012324,30/08/2018,4 - 5 Años,1258,Masculino,JUAREZ,CIUDAD ,23,10+ Years,Soltero,0
675,POS1921,MFS,S5,Direct,32599,Imp.Tra-Ausentismos continuos,Impuesta,DO,08/02/2022,JF010600,03/01/2019,1 - 3 Años,1132,Masculino,DISTRITO FEDERAL,PAIS,30,Menos de un año,Casado,2
676,POS1748,VS7,S5,Direct,32599,Vol-Insatisfacción personal,Voluntario,DNO,08/02/2022,JS011500,06/06/2019,1 - 3 Años,978,Masculino,NAYARIT,PAIS,22,10+ Years,Soltero,0
677,POS1323,VS7,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,08/02/2022,JF010600,12/12/2019,1 - 3 Años,789,Femenino,JUCHITAN,PAIS,20,Menos de un año,Soltero,0
678,POS538,VS5,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,08/02/2022,JF060600,05/01/2021,1 - 3 Años,399,Femenino,JUAREZ,CIUDAD ,21,Menos de un año,Soltero,0
679,POS538,VS9-ABS,S5,Direct,32576,Vol-Razones médicas,Voluntario,DO,08/02/2022,JT031800,28/01/2021,1 - 3 Años,376,Femenino,VERACRUZ,PAIS,29,10+ Years,U.Libre,2
680,POS538,VS9-ABS,S5,Direct,32696,Vol-Transferencia entre planta,Voluntario,DO,08/02/2022,JT031800,28/09/2017,4 - 5 Años,1594,Femenino,JUAREZ,CIUDAD ,22,Menos de un año,Soltero,0
681,POS1323,VS1,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,08/02/2022,JS011500,16/11/2017,4 - 5 Años,1545,Femenino,JUAREZ,CIUDAD ,31,Menos de un año,Casado,3
682,POS1323,VS1,S5,Direct,32590,Vol-Prob personales y/o fam.,Voluntario,DO,08/02/2022,JF010600,13/07/2017,4 - 5 Años,1671,Femenino,JUAREZ,CIUDAD ,22,10+ Years,Soltero,0
683,POS1921,MFS,S5,Direct,32599,Vol-Transferencia entre planta,Voluntario,DO,08/02/2022,JF010600,03/08/2017,4 - 5 Años,1650,Masculino,JUAREZ,CIUDAD ,23,Menos de un año,Soltero,0
684,POS1230,VS7,S5,Direct,32230,Vol-Otro empleo,Voluntario,DNO,08/02/2022,JF010600,27/01/2016,6 - 10 Años,2204,Femenino,CD. JUAREZ,CIUDAD ,26,10+ Years,Soltero,0
685,POS1323,VS4,S5,Direct,32576,Vol-No regreso / no dio razón,Voluntario,DO,09/02/2022,JT012324,05/11/2020,1 - 3 Años,461,Femenino,CHIHUAHUA,ESTADO,27,10+ Years,U.Libre,2
686,POS1323,VS1,S5,Direct,32606,Vol-Transferencia entre planta,Voluntario,DO,11/02/2022,JF010600,16/08/2018,4 - 5 Años,1275,Femenino,VERACRUZ,PAIS,36,Menos de un año,Casado,2
687,POS2338,CTG,S6,Exempt,32472,Vol-Prob personales y/o fam.,Voluntario,E3,11/02/2022,ADMINIST,08/04/2021,1 - 3 Años,309,Femenino,JUAREZ,CIUDAD ,27,Menos de un año,Soltero,0
688,POS1667,TEF,S6,Managers,32536,Vol-Cambio de domicilio,Voluntario,SL1,11/02/2022,ADMINIST,26/04/2010,10+ Años,4309,Masculino,TORREON,PAIS,51,Menos de un año,Divorciado,1
689,POS251,HSE,S6,Exempt,32472,Vol-Prob personales y/o fam.,Voluntario,E3,11/02/2022,ADMINIST,15/07/2015,6 - 10 Años,2403,Femenino,JUAREZ,CIUDAD ,29,Menos de un año,Soltero,0
690,POS538,VS7,S5,Direct,32543,Vol-No regreso / no dio razón,Voluntario,DO,14/02/2022,JF060600,29/06/2015,6 - 10 Años,2422,Femenino,JUAREZ,CIUDAD ,57,Menos de un año,Casado,6
691,POS1559,MFS,S5,Direct,32695,Vol-Otro empleo,Voluntario,DNO,15/02/2022,JF050600,22/02/2018,4 - 5 Años,1454,Masculino,CHIHUAHUA,ESTADO,26,10+ Years,Soltero,0
692,POS1323,VS7,S5,Direct,32575,Vol-Insatisfacción personal,Voluntario,DO,15/02/2022,JS011500,14/03/2019,1 - 3 Años,1069,Femenino,OAXACA,PAIS,30,3-4 Years,Soltero,0
693,POS1380,MFS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,15/02/2022,JS011500,17/10/2019,1 - 3 Años,852,Femenino,JUAREZ,CIUDAD ,30,Menos de un año,U.Libre,2
694,POS1380,MFS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,15/02/2022,JS011500,14/11/2019,1 - 3 Años,824,Femenino,VERACRUZ,PAIS,23,Menos de un año,U.Libre,2
695,POS1323,VS7,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,15/02/2022,JF010600,07/01/2021,1 - 3 Años,404,Masculino,CHIHUAHUA,ESTADO,19,10+ Years,Soltero,0
696,POS1323,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,15/02/2022,JT012324,26/01/2021,1 - 3 Años,385,Femenino,JUAREZ,CIUDAD ,30,10+ Years,U.Libre,3
697,POS538,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,15/02/2022,JT031800,20/04/2017,4 - 5 Años,1762,Masculino,JUAREZ,CIUDAD ,24,Menos de un año,Soltero,0
698,POS1921,MFS,S5,Direct,32594,Imp.Tra-Ausentismos continuos,Impuesta,DO,15/02/2022,JS011500,03/08/2017,4 - 5 Años,1657,Masculino,VERACRUZ,PAIS,28,Menos de un año,U.Libre,0
699,POS1559,MFS,S5,Direct,32580,Vol-Otro empleo,Voluntario,DNO,15/02/2022,JT021800,20/11/2013,6 - 10 Años,3009,Masculino,CIUDAD JUAREZ,CIUDAD ,29,10+ Years,Soltero,0
700,POS1410,VS7,S5,Direct,32599,Vol-Insatisfacción personal,Voluntario,DNO,15/02/2022,JF010600,02/09/2015,6 - 10 Años,2358,Femenino,LEON,PAIS,26,Menos de un año,Soltero,0
701,POS538,VS9-ABS,S5,Direct,32599,Vol-Transferencia entre planta,Voluntario,DO,15/02/2022,JT031800,05/10/2017,4 - 5 Años,1594,Femenino,LAS MERCEDES,PAIS,33,Menos de un año,U.Libre,4
702,POS454,TEF,S5,Direct,32599,Vol-Transferencia entre planta,Voluntario,DNO,18/02/2022,ADMINIST,12/07/2018,4 - 5 Años,1317,Masculino,JUAREZ,CIUDAD ,30,Menos de un año,Soltero,0
703,POS2915,TEF,S5,Direct,32696,Imp.Tra-LFT y/o Reglamento Int.,Impuesta,DNO,21/02/2022,JS011500,29/10/2020,1 - 3 Años,480,Masculino,JUAREZ,CIUDAD ,22,Menos de un año,Soltero,0
704,POS1376,VS1-HOUS,S5,Direct,32696,Imp.Tra-LFT y/o Reglamento Int.,Impuesta,DNO,21/02/2022,JT021800,19/02/2014,6 - 10 Años,2924,Femenino,MEXICO DF,PAIS,51,Menos de un año,Soltero,3
705,POS1921,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,22/02/2022,JT012324,15/02/2018,4 - 5 Años,1468,Femenino,COAHUILA,PAIS,42,10+ Years,Casado,3
706,POS1323,VS5,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,22/02/2022,JF010600,05/04/2018,4 - 5 Años,1419,Femenino,DURANGO,PAIS,41,Menos de un año,Casado,2
707,POS347,LOG,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DNO,22/02/2022,JS011500,05/12/2019,1 - 3 Años,810,Femenino,VERACRUZ,PAIS,28,Menos de un año,Soltero,0
708,POS1921,MFS,S5,Direct,32590,Vol-Insatisfacción personal,Voluntario,DO,22/02/2022,JS011500,08/12/2020,1 - 3 Años,441,Femenino,ZACATECAS,PAIS,30,10+ Years,U.Libre,3
709,POS1323,VS9-ABS,S5,Direct,32696,Vol-Prob personales y/o fam.,Voluntario,DO,22/02/2022,JT012324,10/12/2020,1 - 3 Años,439,Femenino,CHIHUAHUA,ESTADO,20,10+ Years,Soltero,0
710,POS538,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,22/02/2022,JT031800,27/07/2017,4 - 5 Años,1671,Femenino,GUADALUPE ANALCO,PAIS,33,Menos de un año,Soltero,2
711,POS1380,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,24/02/2022,JS011500,12/03/2020,1 - 3 Años,714,Femenino,COAHUILA,PAIS,33,Menos de un año,Soltero,0
712,POS96,Admin MSE2,S6,Non-Exempt,32618,Vol-Otro empleo,Voluntario,E3,25/02/2022,ADMINIST,05/02/2018,4 - 5 Años,1481,Femenino,ATLANTA,PAIS,26,Menos de un año,Soltero,0
713,POS1323,VS1,S5,Direct,32600,Vol-Transferencia entre planta,Voluntario,DO,25/02/2022,JF010600,24/10/2019,1 - 3 Años,855,Femenino,CHIHUAHUA,ESTADO,20,Menos de un año,Soltero,0
714,POS1921,MFS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,25/02/2022,JS011500,26/01/2021,1 - 3 Años,395,Masculino,CHIHUAHUA,ESTADO,23,Menos de un año,Soltero,0
715,POS96,Admin MSE1,S6,Non-Exempt,45086,Vol-Transferencia entre planta,Voluntario,E3,26/02/2022,ADMINIST,23/05/2019,1 - 3 Años,1010,Femenino,GUADALAJARA,PAIS,27,Menos de un año,Soltero,0
716,POS698,VS4,S6,Exempt,32540,Vol-Transferencia entre planta,Voluntario,E4,26/02/2022,ADMINIST,16/10/2004,10+ Años,6342,Masculino,TOLUCA,PAIS,42,Menos de un año,Casado,2
717,POS1323,VS4,S5,Direct,32599,Vol-Cambio de domicilio,Voluntario,DO,02/03/2022,JT012324,01/11/2018,4 - 5 Años,1217,Masculino,CHIHUAHUA,ESTADO,26,10+ Years,Soltero,0
718,POS1323,VS7,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,02/03/2022,JS011500,01/08/2019,1 - 3 Años,944,Femenino,JUCHITLAN,PAIS,21,Menos de un año,Soltero,0
719,POS1323,VS7,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,02/03/2022,JF010600,21/11/2019,1 - 3 Años,832,Masculino,CHIHUAHUA,ESTADO,22,10+ Years,Soltero,0
720,POS1323,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,02/03/2022,JT012324,16/01/2020,1 - 3 Años,776,Femenino,MICHOACAN,PAIS,31,10+ Years,Soltero,3
721,POS1323,VS7,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,02/03/2022,JS011500,13/02/2020,1 - 3 Años,748,Masculino,JUAREZ,CIUDAD ,21,Menos de un año,Soltero,0
722,POS1921,MFS,S5,Direct,32599,Vol-Otro empleo,Voluntario,DO,02/03/2022,JS011500,21/01/2021,1 - 3 Años,405,Masculino,DISTRITO FEDERAL,PAIS,53,10+ Years,Casado,1
723,POS1230,VS4,S5,Direct,32584,Vol-Otro empleo,Voluntario,DNO,02/03/2022,JF010600,07/12/2017,4 - 5 Años,1546,Masculino,JUAREZ,CIUDAD ,30,10+ Years,U.Libre,2
724,POS1323,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,02/03/2022,JT012324,01/02/2017,4 - 5 Años,1855,Femenino,MICHOACAN,PAIS,42,10+ Years,Casado,4
725,POS538,VS5,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,02/03/2022,JF060600,26/01/2011,10+ Años,4053,Femenino,VERACRUZ,PAIS,36,Menos de un año,U.Libre,2
726,POS1380,VS9-ABS,S5,Direct,32912,Vol-Transferencia entre planta,Voluntario,DO,02/03/2022,JT031800,03/07/2013,6 - 10 Años,3164,Femenino,DURANGO,PAIS,40,Menos de un año,U.Libre,3
727,POS1323,VS1,S5,Direct,32696,Vol-Razones médicas,Voluntario,DO,02/03/2022,JT012324,08/08/2013,6 - 10 Años,3128,Femenino,COAHUILA,PAIS,45,Menos de un año,Casado,4
728,POS1376,VS4,S5,Direct,32599,Vol-Otro empleo,Voluntario,DNO,02/03/2022,JF010600,17/10/2014,6 - 10 Años,2693,Femenino,CD. JUAREZ,CIUDAD ,26,10+ Years,Soltero,1
729,POS1559,MFS,S5,Direct,32575,Vol-Otro empleo,Voluntario,DNO,02/03/2022,JF010600,06/01/2016,6 - 10 Años,2247,Masculino,BALLEZA,ESTADO,38,7-8 Years,Casado,2
730,POS1323,VS9-ABS,S5,Direct,32594,Vol-Transferencia entre planta,Voluntario,DO,02/03/2022,JS011500,01/06/2016,6 - 10 Años,2100,Femenino,PASO DEL JOBO,PAIS,32,Menos de un año,Divorciado,2
731,POS538,VS9-ABS,S5,Direct,32599,Imp.Tra-Ausentismos continuos,Impuesta,DO,02/03/2022,JT031800,02/11/2016,6 - 10 Años,1946,Femenino,ZACATECAS,PAIS,47,Menos de un año,Casado,3
732,POS2817,LOG,S6,Exempt,32742,Vol-Otro empleo,Voluntario,E4,03/03/2022,JF050600,29/12/2021,1 - 3 Años,64,Masculino,CHIHUAHUA,ESTADO,30,Menos de un año,Casado,2
733,POS343,VS4,S6,Exempt,32675,Vol-Otro empleo,Voluntario,E3,03/03/2022,JF010600,14/12/2015,6 - 10 Años,2271,Masculino,EL MADERAL,PAIS,40,Menos de un año,Casado,4
734,POS538,VS7,S5,Direct,32576,Vol-Transferencia entre planta,Voluntario,DO,04/03/2022,JF010600,03/10/2019,1 - 3 Años,883,Femenino,ESTADO DE MEXICO,PAIS,37,Menos de un año,Casado,3
735,POS538,VS9-ABS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,Impuesta,DO,07/03/2022,JT031800,25/07/2019,1 - 3 Años,956,Masculino,VERACRUZ,PAIS,42,Menos de un año,Casado,2
736,POS1921,MFS,S5,Direct,32500,Vol-No regreso / no dio razón,Voluntario,DO,07/03/2022,JS011500,08/12/2020,1 - 3 Años,454,Masculino,CHIAPAS,PAIS,26,Menos de un año,Casado,1
737,POS1323,VS7,S5,Direct,32100,Vol-No regreso / no dio razón,Voluntario,DO,07/03/2022,JS011500,31/08/2017,4 - 5 Años,1649,Femenino,JUAREZ,CIUDAD ,23,10+ Years,Soltero,0
738,POS538,VS7,S5,Direct,32599,Vol-Otro empleo,Voluntario,DO,08/03/2022,JT031800,26/04/2018,4 - 5 Años,1412,Femenino,JUAREZ,CIUDAD ,47,Menos de un año,Casado,3
739,POS347,LOG,S5,Direct,32600,Imp.Tra-Bajo desempeño,Impuesta,DNO,08/03/2022,JF010600,17/01/2019,1 - 3 Años,1146,Masculino,CHIHUAHUA,ESTADO,46,Menos de un año,U.Libre,3
740,POS1921,MFS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,Impuesta,DO,08/03/2022,JF010600,14/11/2019,1 - 3 Años,845,Masculino,COAHUILA,PAIS,41,Menos de un año,Casado,3
741,POS1380,MFS,S5,Direct,32599,Vol-Estudios,Voluntario,DO,08/03/2022,JF060600,08/12/2020,1 - 3 Años,455,Masculino,JUAREZ,CIUDAD ,22,Menos de un año,Soltero,0
742,POS1323,VS9-ABS,S5,Direct,32575,Vol-Estudios,Voluntario,DO,08/03/2022,JF010600,08/12/2020,1 - 3 Años,455,Masculino,JUAREZ,CIUDAD ,20,10+ Years,Soltero,0
743,POS1323,VS1,S5,Direct,32600,Vol-Estudios,Voluntario,DO,08/03/2022,JS011500,13/07/2017,4 - 5 Años,1699,Masculino,JUAREZ,CIUDAD ,25,10+ Years,Soltero,0
744,POS1323,VS9-ABS,S5,Direct,32574,Vol-Otro empleo,Voluntario,DO,08/03/2022,JT012324,04/12/2013,6 - 10 Años,3016,Masculino,TAMAULIPAS,PAIS,28,Menos de un año,Soltero,0
745,POS2224,TEF,S5,Direct,32599,Vol-Otro empleo,Voluntario,DNO,08/03/2022,ADMINIST,01/07/2015,6 - 10 Años,2442,Masculino,CD. JUAREZ,CIUDAD ,29,10+ Years,Soltero,0
746,POS2384,QMM,S5,Direct,32695,Vol-Insatisfacción personal,Voluntario,DNO,08/03/2022,JF010600,15/07/2015,6 - 10 Años,2428,Femenino,CAMPECHE,PAIS,30,10+ Years,Soltero,0
747,POS1323,VS4,S5,Direct,32594,Imp.Tra-Ausentismos continuos,Impuesta,DO,08/03/2022,JT012324,13/01/2016,6 - 10 Años,2246,Masculino,CIUDAD JUAREZ,CIUDAD ,24,Menos de un año,Soltero,0
748,POS2803,VS1,S5,Direct,32600,Vol-No regreso / no dio razón,Voluntario,DNO,09/03/2022,JF010600,22/03/2018,4 - 5 Años,1448,Masculino,JUAREZ,CIUDAD ,43,10+ Years,U.Libre,4
749,POS2622,VS5,S6,Exempt,32618,Vol-Insatisfacción personal,Voluntario,E3,11/03/2022,ADMINIST,29/04/2021,1 - 3 Años,316,Masculino,JUAREZ,CIUDAD ,26,Menos de un año,Soltero,0
750,POS1323,VS5,S5,Direct,32575,Imp.Pat-Terminación del Contrato,Impuesta,DO,11/03/2022,JF010600,12/09/2019,1 - 3 Años,911,Masculino,CHIHUAHUA,ESTADO,21,Menos de un año,Soltero,0
751,POS1323,VS7,S5,Direct,32584,Vol-Transferencia entre planta,Voluntario,DO,11/03/2022,JT012324,04/03/2015,6 - 10 Años,2564,Femenino,FRESNILLO,PAIS,31,Menos de un año,U.Libre,3
752,POS1921,MFS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,15/03/2022,JT012324,15/03/2018,4 - 5 Años,1461,Masculino,JUAREZ,CIUDAD ,22,10+ Years,Soltero,0
753,POS1230,VS5,S5,Direct,32575,Vol-Otro empleo,Voluntario,DNO,15/03/2022,JF010600,30/08/2018,4 - 5 Años,1293,Masculino,CHIHUAHUA,ESTADO,26,Menos de un año,Soltero,0
754,POS1230,VS5,S5,Direct,32590,Vol-Otro empleo,Voluntario,DNO,15/03/2022,ADMINIST,12/09/2019,1 - 3 Años,915,Masculino,JUAREZ,CIUDAD ,24,Menos de un año,Soltero,0
755,POS1921,MFS,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DO,15/03/2022,JF010600,12/11/2020,1 - 3 Años,488,Femenino,CHIHUAHUA,ESTADO,32,Menos de un año,Casado,2
756,POS538,VS5,S5,Direct,32575,Vol-Otro empleo,Voluntario,DO,15/03/2022,JF060600,19/11/2020,1 - 3 Años,481,Masculino,CHIHUAHUA,ESTADO,20,Menos de un año,Soltero,0
757,POS750,TEF,S5,Direct,32575,Vol-Otro empleo,Voluntario,DNO,15/03/2022,ADMINIST,06/05/2021,1 - 3 Años,313,Femenino,JUAREZ,CIUDAD ,23,10+ Years,Soltero,0
758,POS347,LOG,S5,Direct,32600,Vol-Otro empleo,Voluntario,DNO,15/03/2022,JF050600,19/10/2017,4 - 5 Años,1608,Masculino,VERACRUZ,PAIS,25,Menos de un año,Soltero,0
759,POS2384,QMM,S5,Direct,32575,Vol-Estudios,Voluntario,DNO,15/03/2022,JF010600,14/12/2016,6 - 10 Años,1917,Masculino,JUAREZ,CIUDAD ,23,Menos de un año,Soltero,0
760,POS1559,MFS,S5,Direct,32695,Vol-Otro empleo,Voluntario,DNO,15/03/2022,JF010600,08/11/2004,10+ Años,6336,Masculino,"NAICA, CHIHUAHUA",ESTADO,44,10+ Years,Casado,3
761,POS139,VS1,S6,Exempt,32616,Vol-Otro empleo,Voluntario,E3,18/03/2022,ADMINIST,02/08/2018,4 - 5 Años,1324,Masculino,JUAREZ,CIUDAD ,27,Menos de un año,Soltero,0
762,POS2076,HRL,S6,Exempt,32573,Vol-Otro empleo,Voluntario,E3,18/03/2022,ADMINIST,25/04/2019,1 - 3 Años,1058,Femenino,CUAUHTEMOC,ESTADO,36,Menos de un año,Casado,2
763,POS1921,MFS,S5,Direct,32696,Imp.Tra-Ausentismos continuos,Impuesta,DO,22/03/2022,JT012324,27/12/2018,4 - 5 Años,1181,Femenino,JUAREZ,CIUDAD ,24,Menos de un año,Soltero,0
764,POS1230,VS4,S5,Direct,32575,Vol-Otro empleo,Voluntario,DNO,22/03/2022,JS011500,12/09/2019,1 - 3 Años,922,Masculino,JUAREZ,CIUDAD ,23,10+ Years,Soltero,0
765,POS538,VS9-ABS,S5,Direct,32575,Vol-Otro empleo,Voluntario,DO,22/03/2022,JF060600,26/09/2019,1 - 3 Años,908,Femenino,CHIHUAHUA,ESTADO,36,Menos de un año,Casado,3
766,POS2802,TEF,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DNO,22/03/2022,JT012324,12/12/2019,1 - 3 Años,831,Masculino,JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
767,POS1921,MFS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,22/03/2022,JS011500,23/01/2020,1 - 3 Años,789,Femenino,JUAREZ,CIUDAD ,28,10+ Years,U.Libre,2
768,POS538,VS1,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,22/03/2022,JT031800,06/02/2020,1 - 3 Años,775,Femenino,JUAREZ,CIUDAD ,23,Menos de un año,Soltero,0
